year,uhf_code,neighborhood,ed_rate_per_10k_age_5_17,estimated_annual_ed_visits_age_5_17,unstable_estimate
2007,504,South Beach - Tottenville,38.2,122.0,False
2007,409,Southeast Queens,101.7,326.0,False
2007,407,Southwest Queens,137.4,611.0,False
2007,502,Stapleton - St. George,131.7,274.0,False
2007,205,Sunset Park,86.8,177.0,False
2007,309,Union Square - Lower East Side,242.2,442.0,False
2007,305,Upper East Side,62.1,113.0,False
2007,304,Upper West Side,158.2,311.0,False
2007,301,Washington Heights,228.8,924.0,False
2007,402,West Queens,138.1,939.0,False
2007,211,Williamsburg - Bushwick,295.2,1192.0,False
2007,503,Willowbrook,39.7,55.0,False
2008,404,Bayside - Little Neck,51.7,64.0,False
2008,203,Bedford Stuyvesant - Crown Heights,287.2,1648.0,False
2008,209,Bensonhurst - Bay Ridge,28.6,81.0,False
2008,206,Borough Park,23.8,155.0,False
2008,208,Canarsie - Flatlands,125.4,433.0,False
2008,302,Central Harlem - Morningside Heights,541.9,1371.0,False
2008,306,Chelsea - Clinton,151.8,106.0,False
2008,210,Coney Island - Sheepshead Bay,63.1,269.0,False
2008,105,Crotona - Tremont,338.3,1542.0,False
2008,202,Downtown - Heights - Slope,151.2,386.0,False
2008,207,East Flatbush - Flatbush,180.0,939.0,False
2008,303,East Harlem,615.6,1185.0,False
2008,204,East New York,271.8,1080.0,False
2008,403,Flushing - Clearview,80.2,255.0,False
2008,103,Fordham - Bronx Pk,228.3,1123.0,False
2008,406,Fresh Meadows,77.5,109.0,False
2008,307,Gramercy Park - Murray Hill,149.7,82.0,False
2008,201,Greenpoint,95.1,175.0,False
2008,308,Greenwich Village - SoHo,37.7,20.0,False
2008,106,High Bridge - Morrisania,382.9,1710.0,False
2008,107,Hunts Point - Mott Haven,403.3,1209.0,False
2008,408,Jamaica,147.5,714.0,False
2008,101,Kingsbridge - Riverdale,105.1,126.0,False
2008,401,Long Island City - Astoria,159.7,377.0,False
2008,310,Lower Manhattan,92.5,32.0,False
2008,102,Northeast Bronx,238.4,794.0,False
2008,104,Pelham - Throgs Neck,237.6,1243.0,False
2008,501,Port Richmond,142.7,207.0,False
2008,405,Ridgewood - Forest Hills,79.7,252.0,False
2008,410,Rockaways,199.2,423.0,False
2008,504,South Beach - Tottenville,43.6,139.0,False
2008,409,Southeast Queens,100.4,319.0,False
2008,407,Southwest Queens,129.2,576.0,False
2008,502,Stapleton - St. George,138.7,289.0,False
2008,205,Sunset Park,86.6,177.0,False
2008,309,Union Square - Lower East Side,220.5,394.0,False
2008,305,Upper East Side,71.1,133.0,False
2008,304,Upper West Side,157.6,314.0,False
2008,301,Washington Heights,231.6,899.0,False
2008,402,West Queens,131.8,904.0,False
2008,211,Williamsburg - Bushwick,305.9,1220.0,False
2008,503,Willowbrook,50.2,69.0,False
2009,404,Bayside - Little Neck,49.1,62.0,False
2009,203,Bedford Stuyvesant - Crown Heights,304.0,1712.0,False
2009,209,Bensonhurst - Bay Ridge,32.2,94.0,False
2009,206,Borough Park,30.0,200.0,False
2009,208,Canarsie - Flatlands,147.4,508.0,False
2009,302,Central Harlem - Morningside Heights,587.1,1452.0,False
2009,306,Chelsea - Clinton,202.6,142.0,False
2009,210,Coney Island - Sheepshead Bay,69.7,300.0,False
2009,105,Crotona - Tremont,317.7,1435.0,False
2009,202,Downtown - Heights - Slope,137.4,351.0,False
2009,207,East Flatbush - Flatbush,190.8,975.0,False
2009,303,East Harlem,610.9,1139.0,False
2009,204,East New York,287.7,1143.0,False
2009,403,Flushing - Clearview,84.3,271.0,False
2009,103,Fordham - Bronx Pk,262.5,1286.0,False
2009,406,Fresh Meadows,106.0,152.0,False
2009,307,Gramercy Park - Murray Hill,131.0,73.0,False
2009,201,Greenpoint,125.3,227.0,False
2009,308,Greenwich Village - SoHo,48.7,26.0,False
2009,106,High Bridge - Morrisania,378.5,1686.0,False
2009,107,Hunts Point - Mott Haven,492.0,1473.0,False
2009,408,Jamaica,210.6,1023.0,False
2009,101,Kingsbridge - Riverdale,127.3,153.0,False
2009,401,Long Island City - Astoria,150.5,354.0,False
2009,310,Lower Manhattan,97.5,35.0,False
2009,102,Northeast Bronx,151.4,504.0,False
2009,104,Pelham - Throgs Neck,198.2,1041.0,False
2009,501,Port Richmond,167.1,244.0,False
2009,405,Ridgewood - Forest Hills,108.3,348.0,False
2009,410,Rockaways,250.1,541.0,False
2009,504,South Beach - Tottenville,47.8,152.0,False
2009,409,Southeast Queens,143.0,452.0,False
2009,407,Southwest Queens,149.3,673.0,False
2009,502,Stapleton - St. George,156.9,327.0,False
2009,205,Sunset Park,84.1,173.0,False
2009,309,Union Square - Lower East Side,240.4,418.0,False
2009,305,Upper East Side,65.7,126.0,False
2009,304,Upper West Side,168.5,339.0,False
2009,301,Washington Heights,235.4,865.0,False
2009,402,West Queens,143.8,1003.0,False
2009,211,Williamsburg - Bushwick,335.4,1333.0,False
2009,503,Willowbrook,59.5,81.0,False
2010,404,Bayside - Little Neck,41.6,53.0,False
2010,203,Bedford Stuyvesant - Crown Heights,338.0,1870.0,False
2010,209,Bensonhurst - Bay Ridge,38.1,113.0,False
2010,206,Borough Park,29.4,198.0,False
2010,208,Canarsie - Flatlands,148.4,510.0,False
2010,302,Central Harlem - Morningside Heights,544.6,1336.0,False
2010,306,Chelsea - Clinton,163.5,118.0,False
2010,210,Coney Island - Sheepshead Bay,69.0,297.0,False
2010,105,Crotona - Tremont,357.8,1595.0,False
2010,202,Downtown - Heights - Slope,150.4,383.0,False
2010,207,East Flatbush - Flatbush,205.3,1027.0,False
2010,303,East Harlem,509.0,938.0,False
2010,204,East New York,294.1,1172.0,False
2010,403,Flushing - Clearview,73.9,238.0,False
2010,103,Fordham - Bronx Pk,241.3,1173.0,False
2010,406,Fresh Meadows,103.1,149.0,False
2010,307,Gramercy Park - Murray Hill,141.1,79.0,False
2010,201,Greenpoint,109.1,203.0,False
2010,308,Greenwich Village - SoHo,53.0,28.0,False
2010,106,High Bridge - Morrisania,398.2,1775.0,False
2010,107,Hunts Point - Mott Haven,404.7,1207.0,False
2010,408,Jamaica,207.3,1006.0,False
2010,101,Kingsbridge - Riverdale,125.3,150.0,False
2010,401,Long Island City - Astoria,167.5,390.0,False
2010,310,Lower Manhattan,81.0,30.0,False
2010,102,Northeast Bronx,146.5,483.0,False
2010,104,Pelham - Throgs Neck,241.6,1267.0,False
2010,501,Port Richmond,149.9,221.0,False
2010,405,Ridgewood - Forest Hills,106.8,345.0,False
2010,410,Rockaways,209.9,459.0,False
2010,504,South Beach - Tottenville,51.7,164.0,False
2010,409,Southeast Queens,145.6,456.0,False
2010,407,Southwest Queens,154.8,700.0,False
2010,502,Stapleton - St. George,168.0,351.0,False
2010,205,Sunset Park,85.0,176.0,False
2010,309,Union Square - Lower East Side,219.3,372.0,False
2010,305,Upper East Side,65.1,126.0,False
2010,304,Upper West Side,147.8,299.0,False
2010,301,Washington Heights,236.0,839.0,False
2010,402,West Queens,127.5,900.0,False
2010,211,Williamsburg - Bushwick,320.3,1272.0,False
2010,503,Willowbrook,51.1,69.0,False
2011,404,Bayside - Little Neck,30.2,38.0,False
2011,203,Bedford Stuyvesant - Crown Heights,361.4,1980.0,False
2011,209,Bensonhurst - Bay Ridge,46.8,131.0,False
2011,206,Borough Park,47.8,312.0,False
2011,208,Canarsie - Flatlands,153.7,540.0,False
2011,302,Central Harlem - Morningside Heights,565.4,1399.0,False
2011,306,Chelsea - Clinton,157.6,111.0,False
2011,210,Coney Island - Sheepshead Bay,75.5,296.0,False
2011,105,Crotona - Tremont,370.3,1647.0,False
2011,202,Downtown - Heights - Slope,181.4,481.0,False
2011,207,East Flatbush - Flatbush,233.8,1129.0,False
2011,303,East Harlem,580.5,998.0,False
2011,204,East New York,322.4,1241.0,False
2011,403,Flushing - Clearview,84.2,255.0,False
2011,103,Fordham - Bronx Pk,257.9,1209.0,False
2011,406,Fresh Meadows,109.4,157.0,False
2011,307,Gramercy Park - Murray Hill,116.8,63.0,False
2011,201,Greenpoint,85.8,156.0,False
2011,308,Greenwich Village - SoHo,56.0,29.0,False
2011,106,High Bridge - Morrisania,447.3,1977.0,False
2011,107,Hunts Point - Mott Haven,470.3,1386.0,False
2011,408,Jamaica,198.1,994.0,False
2011,101,Kingsbridge - Riverdale,132.5,160.0,False
2011,401,Long Island City - Astoria,187.1,403.0,False
2011,310,Lower Manhattan,160.8,64.0,False
2011,102,Northeast Bronx,153.9,520.0,False
2011,104,Pelham - Throgs Neck,304.7,1589.0,False
2011,501,Port Richmond,225.5,307.0,False
2011,405,Ridgewood - Forest Hills,109.4,353.0,False
2011,410,Rockaways,209.3,466.0,False
2011,504,South Beach - Tottenville,45.6,147.0,False
2011,409,Southeast Queens,126.6,408.0,False
2011,407,Southwest Queens,135.6,637.0,False
2011,502,Stapleton - St. George,180.4,368.0,False
2011,205,Sunset Park,111.0,221.0,False
2011,309,Union Square - Lower East Side,298.2,482.0,False
2011,305,Upper East Side,74.5,145.0,False
2011,304,Upper West Side,160.0,316.0,False
2011,301,Washington Heights,236.0,834.0,False
2011,402,West Queens,157.0,1016.0,False
2011,211,Williamsburg - Bushwick,336.0,1330.0,False
2011,503,Willowbrook,71.2,95.0,False
2012,404,Bayside - Little Neck,39.7,50.0,False
2012,203,Bedford Stuyvesant - Crown Heights,386.1,2078.0,False
2012,209,Bensonhurst - Bay Ridge,46.4,131.0,False
2012,206,Borough Park,48.7,321.0,False
2012,208,Canarsie - Flatlands,175.1,606.0,False
2012,302,Central Harlem - Morningside Heights,579.0,1418.0,False
2012,306,Chelsea - Clinton,186.1,133.0,False
2012,210,Coney Island - Sheepshead Bay,76.4,301.0,False
2012,105,Crotona - Tremont,414.0,1834.0,False
2012,202,Downtown - Heights - Slope,172.5,462.0,False
2012,207,East Flatbush - Flatbush,250.1,1189.0,False
2012,303,East Harlem,592.9,1007.0,False
2012,204,East New York,329.4,1245.0,False
2012,403,Flushing - Clearview,71.2,216.0,False
2012,103,Fordham - Bronx Pk,368.8,1723.0,False
2012,406,Fresh Meadows,109.3,157.0,False
2012,307,Gramercy Park - Murray Hill,123.9,68.0,False
2012,201,Greenpoint,109.1,202.0,False
2012,308,Greenwich Village - SoHo,32.3,17.0,False
2012,106,High Bridge - Morrisania,448.7,1973.0,False
2012,107,Hunts Point - Mott Haven,487.5,1431.0,False
2012,408,Jamaica,188.8,937.0,False
2012,101,Kingsbridge - Riverdale,167.0,201.0,False
2012,401,Long Island City - Astoria,146.0,316.0,False
2012,310,Lower Manhattan,98.5,40.0,False
2012,102,Northeast Bronx,252.1,842.0,False
2012,104,Pelham - Throgs Neck,327.6,1702.0,False
2012,501,Port Richmond,213.5,288.0,False
2012,405,Ridgewood - Forest Hills,107.6,348.0,False
2012,410,Rockaways,189.3,418.0,False
2012,504,South Beach - Tottenville,52.9,169.0,False
2012,409,Southeast Queens,139.9,445.0,False
2012,407,Southwest Queens,143.7,675.0,False
2012,502,Stapleton - St. George,166.7,337.0,False
2012,205,Sunset Park,113.6,226.0,False
2012,309,Union Square - Lower East Side,322.4,520.0,False
2012,305,Upper East Side,51.0,101.0,False
2012,304,Upper West Side,159.6,319.0,False
2012,301,Washington Heights,222.7,777.0,False
2012,402,West Queens,149.8,972.0,False
2012,211,Williamsburg - Bushwick,358.1,1403.0,False
2012,503,Willowbrook,68.0,90.0,False
2013,404,Bayside - Little Neck,31.6,40.0,False
2013,203,Bedford Stuyvesant - Crown Heights,385.1,2037.0,False
2013,209,Bensonhurst - Bay Ridge,37.9,108.0,False
2013,206,Borough Park,43.5,290.0,False
2013,208,Canarsie - Flatlands,165.7,565.0,False
2013,302,Central Harlem - Morningside Heights,562.5,1358.0,False
2013,306,Chelsea - Clinton,147.8,107.0,False
2013,210,Coney Island - Sheepshead Bay,72.1,286.0,False
2013,105,Crotona - Tremont,438.9,1936.0,False
2013,202,Downtown - Heights - Slope,166.6,451.0,False
2013,207,East Flatbush - Flatbush,243.0,1138.0,False
2013,303,East Harlem,602.9,1011.0,False
2013,204,East New York,343.0,1274.0,False
2013,403,Flushing - Clearview,83.3,254.0,False
2013,103,Fordham - Bronx Pk,461.0,2147.0,False
2013,406,Fresh Meadows,93.7,135.0,False
2013,307,Gramercy Park - Murray Hill,123.8,69.0,False
2013,201,Greenpoint,101.2,191.0,False
2013,308,Greenwich Village - SoHo,33.7,18.0,False
2013,106,High Bridge - Morrisania,468.3,2049.0,False
2013,107,Hunts Point - Mott Haven,517.7,1513.0,False
2013,408,Jamaica,192.9,948.0,False
2013,101,Kingsbridge - Riverdale,226.7,272.0,False
2013,401,Long Island City - Astoria,119.2,260.0,False
2013,310,Lower Manhattan,123.4,51.0,False
2013,102,Northeast Bronx,357.7,1184.0,False
2013,104,Pelham - Throgs Neck,321.7,1666.0,False
2013,501,Port Richmond,188.3,253.0,False
2013,405,Ridgewood - Forest Hills,100.7,327.0,False
2013,410,Rockaways,160.0,351.0,False
2013,504,South Beach - Tottenville,42.3,134.0,False
2013,409,Southeast Queens,120.6,379.0,False
2013,407,Southwest Queens,133.4,628.0,False
2013,502,Stapleton - St. George,157.0,316.0,False
2013,205,Sunset Park,107.2,213.0,False
2013,309,Union Square - Lower East Side,251.7,405.0,False
2013,305,Upper East Side,47.8,96.0,False
2013,304,Upper West Side,151.9,307.0,False
2013,301,Washington Heights,233.5,806.0,False
2013,402,West Queens,110.1,718.0,False
2013,211,Williamsburg - Bushwick,359.5,1396.0,False
2013,503,Willowbrook,43.3,57.0,False
2014,404,Bayside - Little Neck,35.4,45.0,False
2014,203,Bedford Stuyvesant - Crown Heights,396.0,2057.0,False
2014,209,Bensonhurst - Bay Ridge,39.3,113.0,False
2014,206,Borough Park,40.9,276.0,False
2014,208,Canarsie - Flatlands,157.8,530.0,False
2014,302,Central Harlem - Morningside Heights,525.5,1248.0,False
2014,306,Chelsea - Clinton,147.6,108.0,False
2014,210,Coney Island - Sheepshead Bay,82.3,329.0,False
2014,105,Crotona - Tremont,443.1,1941.0,False
2014,202,Downtown - Heights - Slope,146.4,401.0,False
2014,207,East Flatbush - Flatbush,251.1,1158.0,False
2014,303,East Harlem,571.9,947.0,False
2014,204,East New York,372.8,1362.0,False
2014,403,Flushing - Clearview,81.3,249.0,False
2014,103,Fordham - Bronx Pk,463.7,2147.0,False
2014,406,Fresh Meadows,105.3,152.0,False
2014,307,Gramercy Park - Murray Hill,131.2,74.0,False
2014,201,Greenpoint,84.5,163.0,False
2014,308,Greenwich Village - SoHo,40.7,22.0,False
2014,106,High Bridge - Morrisania,483.9,2102.0,False
2014,107,Hunts Point - Mott Haven,503.7,1462.0,False
2014,408,Jamaica,182.6,888.0,False
2014,101,Kingsbridge - Riverdale,216.0,258.0,False
2014,401,Long Island City - Astoria,130.1,285.0,False
2014,310,Lower Manhattan,166.4,70.0,False
2014,102,Northeast Bronx,347.0,1140.0,False
2014,104,Pelham - Throgs Neck,311.6,1606.0,False
2014,501,Port Richmond,228.5,304.0,False
2014,405,Ridgewood - Forest Hills,100.6,327.0,False
2014,410,Rockaways,158.2,344.0,False
2014,504,South Beach - Tottenville,48.0,150.0,False
2014,409,Southeast Queens,106.9,332.0,False
2014,407,Southwest Queens,141.4,666.0,False
2014,502,Stapleton - St. George,157.7,314.0,False
2014,205,Sunset Park,101.4,202.0,False
2014,309,Union Square - Lower East Side,249.0,401.0,False
2014,305,Upper East Side,54.2,110.0,False
2014,304,Upper West Side,161.1,328.0,False
2014,301,Washington Heights,241.2,824.0,False
2014,402,West Queens,125.9,821.0,False
2014,211,Williamsburg - Bushwick,364.8,1407.0,False
2014,503,Willowbrook,54.5,71.0,False
2015,404,Bayside - Little Neck,39.0,50.0,False
2015,203,Bedford Stuyvesant - Crown Heights,363.7,1856.0,False
2015,209,Bensonhurst - Bay Ridge,37.4,109.0,False
2015,206,Borough Park,35.0,239.0,False
2015,208,Canarsie - Flatlands,166.9,552.0,False
2015,302,Central Harlem - Morningside Heights,522.7,1236.0,False
2015,306,Chelsea - Clinton,155.6,116.0,False
2015,210,Coney Island - Sheepshead Bay,79.7,321.0,False
2015,105,Crotona - Tremont,450.6,1981.0,False
2015,202,Downtown - Heights - Slope,148.9,413.0,False
2015,207,East Flatbush - Flatbush,255.5,1160.0,False
2015,303,East Harlem,593.0,981.0,False
2015,204,East New York,324.7,1167.0,False
2015,403,Flushing - Clearview,74.0,228.0,False
2015,103,Fordham - Bronx Pk,443.6,2064.0,False
2015,406,Fresh Meadows,111.8,162.0,False
2015,307,Gramercy Park - Murray Hill,116.6,67.0,False
2015,201,Greenpoint,78.7,155.0,False
2015,308,Greenwich Village - SoHo,29.1,16.0,False
2015,106,High Bridge - Morrisania,481.3,2096.0,False
2015,107,Hunts Point - Mott Haven,497.9,1450.0,False
2015,408,Jamaica,175.2,847.0,False
2015,101,Kingsbridge - Riverdale,195.6,235.0,False
2015,401,Long Island City - Astoria,131.8,291.0,False
2015,310,Lower Manhattan,111.2,48.0,False
2015,102,Northeast Bronx,301.9,989.0,False
2015,104,Pelham - Throgs Neck,303.2,1571.0,False
2015,501,Port Richmond,180.0,239.0,False
2015,405,Ridgewood - Forest Hills,98.5,321.0,False
2015,410,Rockaways,161.0,348.0,False
2015,504,South Beach - Tottenville,42.6,132.0,False
2015,409,Southeast Queens,109.1,336.0,False
2015,407,Southwest Queens,115.4,546.0,False
2015,502,Stapleton - St. George,141.0,280.0,False
2015,205,Sunset Park,98.5,197.0,False
2015,309,Union Square - Lower East Side,272.8,444.0,False
2015,305,Upper East Side,54.9,113.0,False
2015,304,Upper West Side,129.7,267.0,False
2015,301,Washington Heights,224.1,766.0,False
2015,402,West Queens,160.5,1052.0,False
2015,211,Williamsburg - Bushwick,330.5,1266.0,False
2015,503,Willowbrook,53.9,70.0,False
2016,404,Bayside - Little Neck,22.4,29.0,False
2016,203,Bedford Stuyvesant - Crown Heights,373.4,1881.0,False
2016,209,Bensonhurst - Bay Ridge,52.9,156.0,False
2016,206,Borough Park,44.6,308.0,False
2016,208,Canarsie - Flatlands,171.8,562.0,False
2016,302,Central Harlem - Morningside Heights,565.4,1331.0,False
2016,306,Chelsea - Clinton,168.7,128.0,False
2016,210,Coney Island - Sheepshead Bay,83.1,338.0,False
2016,105,Crotona - Tremont,426.6,1882.0,False
2016,202,Downtown - Heights - Slope,146.7,414.0,False
2016,207,East Flatbush - Flatbush,261.5,1174.0,False
2016,303,East Harlem,579.6,959.0,False
2016,204,East New York,356.6,1268.0,False
2016,403,Flushing - Clearview,78.3,244.0,False
2016,103,Fordham - Bronx Pk,417.6,1951.0,False
2016,406,Fresh Meadows,101.2,148.0,False
2016,307,Gramercy Park - Murray Hill,140.4,82.0,False
2016,201,Greenpoint,72.5,146.0,False
2016,308,Greenwich Village - SoHo,37.6,21.0,False
2016,106,High Bridge - Morrisania,488.2,2132.0,False
2016,107,Hunts Point - Mott Haven,498.6,1457.0,False
2016,408,Jamaica,186.4,901.0,False
2016,101,Kingsbridge - Riverdale,177.3,214.0,False
2016,401,Long Island City - Astoria,122.8,275.0,False
2016,310,Lower Manhattan,140.4,62.0,False
2016,102,Northeast Bronx,287.4,942.0,False
2016,104,Pelham - Throgs Neck,286.4,1490.0,False
2016,501,Port Richmond,166.7,223.0,False
2016,405,Ridgewood - Forest Hills,88.5,291.0,False
2016,410,Rockaways,174.7,378.0,False
2016,504,South Beach - Tottenville,34.6,107.0,False
2016,409,Southeast Queens,96.5,297.0,False
2016,407,Southwest Queens,120.2,574.0,False
2016,502,Stapleton - St. George,122.1,244.0,False
2016,205,Sunset Park,102.5,207.0,False
2016,309,Union Square - Lower East Side,264.9,436.0,False
2016,305,Upper East Side,38.9,81.0,False
2016,304,Upper West Side,134.7,280.0,False
2016,301,Washington Heights,223.3,765.0,False
2016,402,West Queens,160.0,1060.0,False
2016,211,Williamsburg - Bushwick,327.2,1251.0,False
2016,503,Willowbrook,44.5,58.0,False
2017,404,Bayside - Little Neck,21.3,27.0,False
2017,203,Bedford Stuyvesant - Crown Heights,307.5,1578.0,False
2017,209,Bensonhurst - Bay Ridge,27.6,83.0,False
2017,206,Borough Park,27.4,184.0,False
2017,208,Canarsie - Flatlands,137.7,466.0,False
2017,302,Central Harlem - Morningside Heights,436.7,1107.0,False
2017,306,Chelsea - Clinton,139.2,114.0,False
2017,210,Coney Island - Sheepshead Bay,72.9,315.0,False
2017,105,Crotona - Tremont,352.1,1575.0,False
2017,202,Downtown - Heights - Slope,115.7,338.0,False
2017,207,East Flatbush - Flatbush,199.7,904.0,False
2017,303,East Harlem,482.2,819.0,False
2017,204,East New York,301.3,1130.0,False
2017,403,Flushing - Clearview,67.4,204.0,False
2017,103,Fordham - Bronx Pk,324.7,1619.0,False
2017,406,Fresh Meadows,96.8,144.0,False
2017,307,Gramercy Park - Murray Hill,90.3,57.0,False
2017,201,Greenpoint,55.2,116.0,False
2017,308,Greenwich Village - SoHo,20.1,12.0,False
2017,106,High Bridge - Morrisania,387.8,1700.0,False
2017,107,Hunts Point - Mott Haven,425.5,1236.0,False
2017,408,Jamaica,175.7,860.0,False
2017,101,Kingsbridge - Riverdale,132.6,165.0,False
2017,401,Long Island City - Astoria,122.1,259.0,False
2017,310,Lower Manhattan,81.0,38.0,False
2017,102,Northeast Bronx,238.1,807.0,False
2017,104,Pelham - Throgs Neck,224.6,1169.0,False
2017,501,Port Richmond,147.8,209.0,False
2017,405,Ridgewood - Forest Hills,71.6,256.0,False
2017,410,Rockaways,135.0,325.0,False
2017,504,South Beach - Tottenville,34.0,109.0,False
2017,409,Southeast Queens,87.4,276.0,False
2017,407,Southwest Queens,100.2,472.0,False
2017,502,Stapleton - St. George,124.4,245.0,False
2017,205,Sunset Park,85.8,161.0,False
2017,309,Union Square - Lower East Side,212.4,333.0,False
