year,uhf_code,neighborhood,ed_rate_per_10k_age_0_4,estimated_annual_ed_visits_age_0_4,unstable_estimate
2017,410,Rockaways,160.0,169.0,False
2017,504,South Beach - Tottenville,61.8,68.0,False
2017,409,Southeast Queens,148.1,177.0,False
2017,407,Southwest Queens,166.0,320.0,False
2017,502,Stapleton - St. George,163.2,120.0,False
2017,205,Sunset Park,82.9,89.0,False
2017,309,Union Square - Lower East Side,273.1,191.0,False
2017,305,Upper East Side,63.9,74.0,False
2017,304,Upper West Side,155.3,184.0,False
2017,301,Washington Heights,252.5,371.0,False
2017,402,West Queens,197.3,638.0,False
2017,211,Williamsburg - Bushwick,319.6,550.0,False
2017,503,Willowbrook,46.3,24.0,False
2018,404,Bayside - Little Neck,50.4,22.0,False
2018,203,Bedford Stuyvesant - Crown Heights,388.8,849.0,False
2018,209,Bensonhurst - Bay Ridge,45.9,60.0,False
2018,206,Borough Park,49.2,162.0,False
2018,208,Canarsie - Flatlands,256.8,303.0,False
2018,302,Central Harlem - Morningside Heights,488.9,500.0,False
2018,306,Chelsea - Clinton,116.8,60.0,False
2018,210,Coney Island - Sheepshead Bay,98.4,176.0,False
2018,105,Crotona - Tremont,477.0,826.0,False
2018,202,Downtown - Heights - Slope,114.7,224.0,False
2018,207,East Flatbush - Flatbush,236.9,444.0,False
2018,303,East Harlem,529.2,345.0,False
2018,204,East New York,414.2,560.0,False
2018,403,Flushing - Clearview,123.5,162.0,False
2018,103,Fordham - Bronx Pk,436.6,888.0,False
2018,406,Fresh Meadows,137.9,96.0,False
2018,307,Gramercy Park - Murray Hill,62.9,28.0,False
2018,201,Greenpoint,70.3,81.0,False
2018,308,Greenwich Village - SoHo,99.1,34.0,False
2018,106,High Bridge - Morrisania,603.3,1036.0,False
2018,107,Hunts Point - Mott Haven,613.6,687.0,False
2018,408,Jamaica,251.6,484.0,False
2018,101,Kingsbridge - Riverdale,211.8,124.0,False
2018,401,Long Island City - Astoria,121.7,132.0,False
2018,310,Lower Manhattan,107.7,40.0,False
2018,102,Northeast Bronx,419.7,491.0,False
2018,104,Pelham - Throgs Neck,362.0,710.0,False
2018,501,Port Richmond,201.3,98.0,False
2018,405,Ridgewood - Forest Hills,106.6,176.0,False
2018,410,Rockaways,165.3,165.0,False
2018,504,South Beach - Tottenville,34.8,36.0,False
2018,409,Southeast Queens,152.1,168.0,False
2018,407,Southwest Queens,156.7,283.0,False
2018,502,Stapleton - St. George,162.6,117.0,False
2018,205,Sunset Park,83.1,80.0,False
2018,309,Union Square - Lower East Side,200.5,131.0,False
2018,305,Upper East Side,72.3,79.0,False
2018,304,Upper West Side,143.7,164.0,False
2018,301,Washington Heights,240.5,342.0,False
2018,402,West Queens,176.9,547.0,False
2018,211,Williamsburg - Bushwick,357.2,577.0,False
2018,503,Willowbrook,89.5,45.0,False
2019,404,Bayside - Little Neck,29.7,14.0,False
2019,203,Bedford Stuyvesant - Crown Heights,290.7,665.0,False
2019,209,Bensonhurst - Bay Ridge,35.6,50.0,False
2019,206,Borough Park,34.5,118.0,False
2019,208,Canarsie - Flatlands,192.6,231.0,False
2019,302,Central Harlem - Morningside Heights,373.1,391.0,False
2019,306,Chelsea - Clinton,90.6,50.0,False
2019,210,Coney Island - Sheepshead Bay,91.6,172.0,False
2019,105,Crotona - Tremont,433.8,777.0,False
2019,202,Downtown - Heights - Slope,85.4,175.0,False
2019,207,East Flatbush - Flatbush,221.6,419.0,False
2019,303,East Harlem,413.0,268.0,False
2019,204,East New York,331.4,463.0,False
2019,403,Flushing - Clearview,94.6,134.0,False
2019,103,Fordham - Bronx Pk,341.3,716.0,False
2019,406,Fresh Meadows,120.0,88.0,False
2019,307,Gramercy Park - Murray Hill,88.7,43.0,False
2019,201,Greenpoint,49.6,61.0,False
2019,308,Greenwich Village - SoHo,30.5,11.0,False
2019,106,High Bridge - Morrisania,492.0,859.0,False
2019,107,Hunts Point - Mott Haven,529.2,605.0,False
2019,408,Jamaica,221.0,444.0,False
2019,101,Kingsbridge - Riverdale,127.8,81.0,False
2019,401,Long Island City - Astoria,110.2,118.0,False
2019,310,Lower Manhattan,87.5,36.0,False
2019,102,Northeast Bronx,322.1,399.0,False
2019,104,Pelham - Throgs Neck,315.2,647.0,False
2019,501,Port Richmond,157.9,80.0,False
2019,405,Ridgewood - Forest Hills,82.4,140.0,False
2019,410,Rockaways,136.6,140.0,False
2019,504,South Beach - Tottenville,43.1,47.0,False
2019,409,Southeast Queens,136.2,158.0,False
2019,407,Southwest Queens,157.1,291.0,False
2019,502,Stapleton - St. George,139.6,104.0,False
2019,205,Sunset Park,75.2,76.0,False
2019,309,Union Square - Lower East Side,229.0,157.0,False
2019,305,Upper East Side,54.7,63.0,False
2019,304,Upper West Side,103.6,122.0,False
2019,301,Washington Heights,269.8,383.0,False
2019,402,West Queens,156.2,486.0,False
2019,211,Williamsburg - Bushwick,261.2,436.0,False
2019,503,Willowbrook,52.5,28.0,False
2020,404,Bayside - Little Neck,6.5,3.0,True
2020,203,Bedford Stuyvesant - Crown Heights,94.9,220.0,False
2020,209,Bensonhurst - Bay Ridge,14.3,19.0,False
2020,206,Borough Park,12.5,41.0,False
2020,208,Canarsie - Flatlands,50.4,60.0,False
2020,302,Central Harlem - Morningside Heights,130.9,134.0,False
2020,306,Chelsea - Clinton,27.0,14.0,False
2020,210,Coney Island - Sheepshead Bay,22.5,40.0,False
2020,105,Crotona - Tremont,139.3,235.0,False
2020,202,Downtown - Heights - Slope,23.6,48.0,False
2020,207,East Flatbush - Flatbush,64.7,122.0,False
2020,303,East Harlem,136.7,86.0,False
2020,204,East New York,108.6,155.0,False
2020,403,Flushing - Clearview,28.7,39.0,False
2020,103,Fordham - Bronx Pk,103.1,208.0,False
2020,406,Fresh Meadows,39.0,27.0,False
2020,307,Gramercy Park - Murray Hill,38.1,18.0,False
2020,201,Greenpoint,19.4,23.0,False
2020,308,Greenwich Village - SoHo,8.8,3.0,True
2020,106,High Bridge - Morrisania,178.1,296.0,False
2020,107,Hunts Point - Mott Haven,195.1,212.0,False
2020,408,Jamaica,71.1,140.0,False
2020,101,Kingsbridge - Riverdale,48.9,29.0,False
2020,401,Long Island City - Astoria,42.5,45.0,False
2020,310,Lower Manhattan,20.7,8.0,True
2020,102,Northeast Bronx,119.4,142.0,False
2020,104,Pelham - Throgs Neck,83.9,165.0,False
2020,501,Port Richmond,47.1,23.0,False
2020,405,Ridgewood - Forest Hills,24.3,40.0,False
2020,410,Rockaways,48.1,50.0,False
2020,504,South Beach - Tottenville,18.0,19.0,False
2020,409,Southeast Queens,38.6,44.0,False
2020,407,Southwest Queens,43.9,78.0,False
2020,502,Stapleton - St. George,55.9,40.0,False
2020,205,Sunset Park,27.7,26.0,False
2020,309,Union Square - Lower East Side,69.4,46.0,False
2020,305,Upper East Side,10.9,12.0,False
2020,304,Upper West Side,21.6,25.0,False
2020,301,Washington Heights,75.3,104.0,False
2020,402,West Queens,47.4,144.0,False
2020,211,Williamsburg - Bushwick,78.4,129.0,False
2020,503,Willowbrook,21.5,11.0,False
2021,404,Bayside - Little Neck,28.8,12.0,False
2021,203,Bedford Stuyvesant - Crown Heights,165.3,357.0,False
2021,209,Bensonhurst - Bay Ridge,23.4,28.0,False
2021,206,Borough Park,14.1,42.0,False
2021,208,Canarsie - Flatlands,133.3,147.0,False
2021,302,Central Harlem - Morningside Heights,233.7,224.0,False
2021,306,Chelsea - Clinton,53.5,24.0,False
2021,210,Coney Island - Sheepshead Bay,51.1,82.0,False
2021,105,Crotona - Tremont,301.2,484.0,False
2021,202,Downtown - Heights - Slope,53.1,98.0,False
2021,207,East Flatbush - Flatbush,134.6,234.0,False
2021,303,East Harlem,240.2,142.0,False
2021,204,East New York,167.9,226.0,False
2021,403,Flushing - Clearview,51.1,62.0,False
2021,103,Fordham - Bronx Pk,250.6,470.0,False
2021,406,Fresh Meadows,77.7,48.0,False
2021,307,Gramercy Park - Murray Hill,24.5,10.0,True
2021,201,Greenpoint,43.6,47.0,False
2021,308,Greenwich Village - SoHo,24.9,7.0,True
2021,106,High Bridge - Morrisania,299.2,467.0,False
2021,107,Hunts Point - Mott Haven,291.7,302.0,False
2021,408,Jamaica,155.7,287.0,False
2021,101,Kingsbridge - Riverdale,112.2,62.0,False
2021,401,Long Island City - Astoria,73.8,71.0,False
2021,310,Lower Manhattan,30.0,10.0,True
2021,102,Northeast Bronx,224.4,252.0,False
2021,104,Pelham - Throgs Neck,198.9,360.0,False
2021,501,Port Richmond,84.7,40.0,False
2021,405,Ridgewood - Forest Hills,57.5,86.0,False
2021,410,Rockaways,124.4,120.0,False
2021,504,South Beach - Tottenville,27.6,28.0,False
2021,409,Southeast Queens,132.4,141.0,False
2021,407,Southwest Queens,114.0,188.0,False
2021,502,Stapleton - St. George,87.1,60.0,False
2021,205,Sunset Park,30.6,26.0,False
2021,309,Union Square - Lower East Side,124.9,73.0,False
2021,305,Upper East Side,33.9,31.0,False
2021,304,Upper West Side,38.5,39.0,False
2021,301,Washington Heights,177.1,225.0,False
2021,402,West Queens,99.6,278.0,False
2021,211,Williamsburg - Bushwick,115.8,178.0,False
2021,503,Willowbrook,32.8,16.0,False
2022,404,Bayside - Little Neck,115.3,44.0,False
2022,203,Bedford Stuyvesant - Crown Heights,253.2,529.0,False
2022,209,Bensonhurst - Bay Ridge,77.0,84.0,False
2022,206,Borough Park,31.0,87.0,False
2022,208,Canarsie - Flatlands,251.9,256.0,False
2022,302,Central Harlem - Morningside Heights,336.9,311.0,False
2022,306,Chelsea - Clinton,113.2,48.0,False
2022,210,Coney Island - Sheepshead Bay,109.3,162.0,False
2022,105,Crotona - Tremont,442.3,676.0,False
2022,202,Downtown - Heights - Slope,101.8,183.0,False
2022,207,East Flatbush - Flatbush,250.5,410.0,False
2022,303,East Harlem,435.6,242.0,False
2022,204,East New York,297.6,376.0,False
2022,403,Flushing - Clearview,115.3,128.0,False
2022,103,Fordham - Bronx Pk,361.3,622.0,False
2022,406,Fresh Meadows,110.4,65.0,False
2022,307,Gramercy Park - Murray Hill,91.9,35.0,False
2022,201,Greenpoint,72.6,78.0,False
2022,308,Greenwich Village - SoHo,67.5,18.0,False
2022,106,High Bridge - Morrisania,499.4,737.0,False
2022,107,Hunts Point - Mott Haven,415.2,418.0,False
2022,408,Jamaica,257.6,440.0,False
2022,101,Kingsbridge - Riverdale,213.4,109.0,False
2022,401,Long Island City - Astoria,133.6,121.0,False
2022,310,Lower Manhattan,121.6,38.0,False
2022,102,Northeast Bronx,333.5,344.0,False
2022,104,Pelham - Throgs Neck,317.4,540.0,False
2022,501,Port Richmond,119.4,55.0,False
2022,405,Ridgewood - Forest Hills,122.0,170.0,False
2022,410,Rockaways,180.2,165.0,False
2022,504,South Beach - Tottenville,45.9,46.0,False
2022,409,Southeast Queens,214.1,211.0,False
2022,407,Southwest Queens,164.6,249.0,False
2022,502,Stapleton - St. George,151.4,102.0,False
2022,205,Sunset Park,74.8,58.0,False
2022,309,Union Square - Lower East Side,171.5,93.0,False
2022,305,Upper East Side,72.4,62.0,False
2022,304,Upper West Side,95.9,93.0,False
2022,301,Washington Heights,272.6,316.0,False
2022,402,West Queens,161.3,423.0,False
2022,211,Williamsburg - Bushwick,179.5,259.0,False
2022,503,Willowbrook,43.9,21.0,False
2023,404,Bayside - Little Neck,97.3,35.0,False
2023,203,Bedford Stuyvesant - Crown Heights,256.7,507.0,False
2023,209,Bensonhurst - Bay Ridge,97.5,100.0,False
2023,206,Borough Park,51.2,137.0,False
2023,208,Canarsie - Flatlands,228.1,218.0,False
2023,302,Central Harlem - Morningside Heights,315.4,281.0,False
2023,306,Chelsea - Clinton,157.8,64.0,False
2023,210,Coney Island - Sheepshead Bay,101.8,143.0,False
2023,105,Crotona - Tremont,389.7,574.0,False
2023,202,Downtown - Heights - Slope,104.5,180.0,False
2023,207,East Flatbush - Flatbush,223.2,345.0,False
2023,303,East Harlem,466.0,250.0,False
2023,204,East New York,274.6,326.0,False
2023,403,Flushing - Clearview,141.3,148.0,False
2023,103,Fordham - Bronx Pk,344.5,573.0,False
2023,406,Fresh Meadows,105.8,59.0,False
2023,307,Gramercy Park - Murray Hill,104.9,38.0,False
2023,201,Greenpoint,83.8,87.0,False
2023,308,Greenwich Village - SoHo,94.4,24.0,False
2023,106,High Bridge - Morrisania,383.2,544.0,False
2023,107,Hunts Point - Mott Haven,347.2,337.0,False
2023,408,Jamaica,239.8,389.0,False
2023,101,Kingsbridge - Riverdale,213.9,105.0,False
2023,401,Long Island City - Astoria,120.7,104.0,False
2023,310,Lower Manhattan,90.7,27.0,False
2023,102,Northeast Bronx,306.0,302.0,False
2023,104,Pelham - Throgs Neck,294.5,484.0,False
2023,501,Port Richmond,128.1,57.0,False
2023,405,Ridgewood - Forest Hills,124.8,166.0,False
2023,410,Rockaways,164.4,144.0,False
2023,504,South Beach - Tottenville,46.9,46.0,False
2023,409,Southeast Queens,206.4,193.0,False
2023,407,Southwest Queens,174.4,251.0,False
2023,502,Stapleton - St. George,164.9,108.0,False
2023,205,Sunset Park,109.6,79.0,False
2023,309,Union Square - Lower East Side,213.8,110.0,False
2023,305,Upper East Side,77.1,63.0,False
2023,304,Upper West Side,100.3,93.0,False
2023,301,Washington Heights,312.5,352.0,False
2023,402,West Queens,152.5,384.0,False
2023,211,Williamsburg - Bushwick,176.4,243.0,False
2023,503,Willowbrook,51.2,24.0,False
