year,uhf_code,neighborhood,ed_rate_per_10k_age_0_4,estimated_annual_ed_visits_age_0_4,unstable_estimate
2007,203,Bedford Stuyvesant - Crown Heights,695.4,1469.0,False
2007,209,Bensonhurst - Bay Ridge,70.4,85.0,False
2007,206,Borough Park,45.8,141.0,False
2007,208,Canarsie - Flatlands,370.1,417.0,False
2007,302,Central Harlem - Morningside Heights,895.9,884.0,False
2007,306,Chelsea - Clinton,278.0,131.0,False
2007,210,Coney Island - Sheepshead Bay,96.4,162.0,False
2007,105,Crotona - Tremont,857.6,1520.0,False
2007,202,Downtown - Heights - Slope,215.6,318.0,False
2007,207,East Flatbush - Flatbush,409.1,782.0,False
2007,303,East Harlem,1008.2,712.0,False
2007,204,East New York,718.2,978.0,False
2007,403,Flushing - Clearview,154.5,207.0,False
2007,103,Fordham - Bronx Pk,534.9,1083.0,False
2007,406,Fresh Meadows,202.0,127.0,False
2007,307,Gramercy Park - Murray Hill,128.0,59.0,False
2007,201,Greenpoint,188.0,187.0,False
2007,308,Greenwich Village - SoHo,49.0,17.0,False
2007,106,High Bridge - Morrisania,1065.1,1813.0,False
2007,107,Hunts Point - Mott Haven,899.1,1003.0,False
2007,408,Jamaica,463.3,806.0,False
2007,101,Kingsbridge - Riverdale,272.2,151.0,False
2007,401,Long Island City - Astoria,257.3,284.0,False
2007,310,Lower Manhattan,142.3,42.0,False
2007,102,Northeast Bronx,511.2,587.0,False
2007,104,Pelham - Throgs Neck,511.6,1015.0,False
2007,501,Port Richmond,339.9,174.0,False
2007,405,Ridgewood - Forest Hills,203.2,291.0,False
2007,410,Rockaways,401.8,333.0,False
2007,504,South Beach - Tottenville,44.2,47.0,False
2007,409,Southeast Queens,310.7,323.0,False
2007,407,Southwest Queens,338.6,564.0,False
2007,502,Stapleton - St. George,223.4,170.0,False
2007,205,Sunset Park,143.2,137.0,False
2007,309,Union Square - Lower East Side,305.0,244.0,False
2007,305,Upper East Side,120.1,143.0,False
2007,304,Upper West Side,235.5,283.0,False
2007,301,Washington Heights,532.9,820.0,False
2007,402,West Queens,265.8,835.0,False
2007,211,Williamsburg - Bushwick,685.0,1067.0,False
2007,503,Willowbrook,91.7,45.0,False
2008,404,Bayside - Little Neck,133.2,55.0,False
2008,203,Bedford Stuyvesant - Crown Heights,635.7,1348.0,False
2008,209,Bensonhurst - Bay Ridge,45.5,56.0,False
2008,206,Borough Park,39.6,125.0,False
2008,208,Canarsie - Flatlands,345.8,391.0,False
2008,302,Central Harlem - Morningside Heights,849.1,825.0,False
2008,306,Chelsea - Clinton,255.7,122.0,False
2008,210,Coney Island - Sheepshead Bay,111.6,191.0,False
2008,105,Crotona - Tremont,884.7,1579.0,False
2008,202,Downtown - Heights - Slope,231.5,353.0,False
2008,207,East Flatbush - Flatbush,351.8,669.0,False
2008,303,East Harlem,1049.3,724.0,False
2008,204,East New York,640.8,883.0,False
2008,403,Flushing - Clearview,120.6,161.0,False
2008,103,Fordham - Bronx Pk,517.7,1053.0,False
2008,406,Fresh Meadows,144.4,92.0,False
2008,307,Gramercy Park - Murray Hill,142.6,66.0,False
2008,201,Greenpoint,165.5,165.0,False
2008,308,Greenwich Village - SoHo,89.2,31.0,False
2008,106,High Bridge - Morrisania,977.8,1690.0,False
2008,107,Hunts Point - Mott Haven,885.7,1009.0,False
2008,408,Jamaica,484.4,854.0,False
2008,101,Kingsbridge - Riverdale,260.2,143.0,False
2008,401,Long Island City - Astoria,253.4,276.0,False
2008,310,Lower Manhattan,184.0,57.0,False
2008,102,Northeast Bronx,528.1,609.0,False
2008,104,Pelham - Throgs Neck,480.5,956.0,False
2008,501,Port Richmond,320.1,167.0,False
2008,405,Ridgewood - Forest Hills,194.4,281.0,False
2008,410,Rockaways,422.7,359.0,False
2008,504,South Beach - Tottenville,79.7,84.0,False
2008,409,Southeast Queens,329.3,343.0,False
2008,407,Southwest Queens,319.7,531.0,False
2008,502,Stapleton - St. George,247.9,190.0,False
2008,205,Sunset Park,135.3,132.0,False
2008,309,Union Square - Lower East Side,349.1,272.0,False
2008,305,Upper East Side,94.8,112.0,False
2008,304,Upper West Side,235.5,282.0,False
2008,301,Washington Heights,473.0,698.0,False
2008,402,West Queens,272.7,870.0,False
2008,211,Williamsburg - Bushwick,708.6,1114.0,False
2008,503,Willowbrook,93.7,46.0,False
2009,404,Bayside - Little Neck,125.2,51.0,False
2009,203,Bedford Stuyvesant - Crown Heights,636.6,1374.0,False
2009,209,Bensonhurst - Bay Ridge,50.7,63.0,False
2009,206,Borough Park,55.4,177.0,False
2009,208,Canarsie - Flatlands,334.0,383.0,False
2009,302,Central Harlem - Morningside Heights,797.5,759.0,False
2009,306,Chelsea - Clinton,195.7,93.0,False
2009,210,Coney Island - Sheepshead Bay,125.7,217.0,False
2009,105,Crotona - Tremont,782.5,1398.0,False
2009,202,Downtown - Heights - Slope,217.2,340.0,False
2009,207,East Flatbush - Flatbush,434.9,834.0,False
2009,303,East Harlem,1053.8,710.0,False
2009,204,East New York,657.4,926.0,False
2009,403,Flushing - Clearview,165.9,217.0,False
2009,103,Fordham - Bronx Pk,493.5,1001.0,False
2009,406,Fresh Meadows,156.7,100.0,False
2009,307,Gramercy Park - Murray Hill,142.9,65.0,False
2009,201,Greenpoint,200.4,198.0,False
2009,308,Greenwich Village - SoHo,64.5,22.0,False
2009,106,High Bridge - Morrisania,961.6,1676.0,False
2009,107,Hunts Point - Mott Haven,1000.6,1157.0,False
2009,408,Jamaica,589.4,1045.0,False
2009,101,Kingsbridge - Riverdale,181.8,99.0,False
2009,401,Long Island City - Astoria,222.1,236.0,False
2009,310,Lower Manhattan,169.6,54.0,False
2009,102,Northeast Bronx,353.0,406.0,False
2009,104,Pelham - Throgs Neck,438.8,870.0,False
2009,501,Port Richmond,355.3,189.0,False
2009,405,Ridgewood - Forest Hills,204.9,296.0,False
2009,410,Rockaways,453.7,393.0,False
2009,504,South Beach - Tottenville,70.9,74.0,False
2009,409,Southeast Queens,363.7,377.0,False
2009,407,Southwest Queens,397.9,653.0,False
2009,502,Stapleton - St. George,280.5,216.0,False
2009,205,Sunset Park,159.7,157.0,False
2009,309,Union Square - Lower East Side,435.1,322.0,False
2009,305,Upper East Side,95.4,110.0,False
2009,304,Upper West Side,201.0,237.0,False
2009,301,Washington Heights,437.6,621.0,False
2009,402,West Queens,298.7,954.0,False
2009,211,Williamsburg - Bushwick,738.2,1175.0,False
2009,503,Willowbrook,133.0,65.0,False
2010,404,Bayside - Little Neck,97.1,39.0,False
2010,203,Bedford Stuyvesant - Crown Heights,645.6,1429.0,False
2010,209,Bensonhurst - Bay Ridge,64.9,80.0,False
2010,206,Borough Park,61.6,196.0,False
2010,208,Canarsie - Flatlands,337.9,395.0,False
